"id","chatroom_id","receiver_id","sender_id","text","timestamp"
"f6b907a5-fe0e-4136-8abd-5b8c24d6e132","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","c gõ gõ nó có hiện ra ... k","1741074350432"
"44bb590a-3df9-4f03-9e19-09780cf680fc","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","n ko có tính năng đó đâu","1741074393025"
"f1c73795-bf2a-426d-8dde-6a8d3997eea1","822a81a2-3972-4ae9-8a8e-a1b8bd91477f","73e97142-c5a8-4226-964c-468726ce96e5","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","""Hello, this is a test message!""","1737519991823"
"a3114f69-332d-4b9c-bd1b-8059da3e6e0f","46414dc2-27ff-4c07-a433-78735e3fa3d0","818d08dc-a204-4c74-9d51-782e85ce8dba","bae4eef4-403c-47a1-bdc9-d683d07b4992","""ok great slut, hopes you dont get HIV from all that you fucking freak""","1740972422481"
"c8bb0ad5-eace-4951-9d45-6a738992cab9","ceaf8a36-8ead-4ef7-8730-e698e84adf4d","73e97142-c5a8-4226-964c-468726ce96e5","bae4eef4-403c-47a1-bdc9-d683d07b4992","ha ha","1740971592086"
"b5c698da-ab46-4c21-a441-1d55443db8c2","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","đã éo phải làm ở đây r","1741074167190"
"4f92ae12-6cdf-4d5e-92ec-942ab64af2ae","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","nấu xói trên này k sợ bị lộ a","1741074132572"
"46858a4b-b3aa-4c76-8f03-c9b4153596e4","4897d003-ce74-4531-8f3d-7c8b002f274f","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","hello test tes","1739261233322"
"0aebc5e0-1c04-494e-83ec-8710636ba5ee","46414dc2-27ff-4c07-a433-78735e3fa3d0","bae4eef4-403c-47a1-bdc9-d683d07b4992","818d08dc-a204-4c74-9d51-782e85ce8dba","hello bitch","1741070012306"
"5326f34c-f15d-4bef-bcef-6052676a983a","46414dc2-27ff-4c07-a433-78735e3fa3d0","818d08dc-a204-4c74-9d51-782e85ce8dba","bae4eef4-403c-47a1-bdc9-d683d07b4992","send nude","1740996497974"
"07c17f61-5da0-4bea-b84a-8a5cc96b7f34","4897d003-ce74-4531-8f3d-7c8b002f274f","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","hello","1739268045424"
"fcb53f01-dd57-4511-88f1-171c2353a776","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","chát bthg thôi","1741074397082"
"b638a836-33a1-49a7-b06f-15c7ed0254e8","780b50a1-0627-4b47-a5e2-e690a875387a","d2bf3e03-3e1e-412f-9ea7-e79f2f15d789","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","ffffff","1741071032652"
"742367b6-a16d-4937-b9c4-4b254ec14044","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","vc","1741074116247"
"9fdd3ffe-7db3-4743-a4e0-aa533a9fe121","f7c2345b-03fc-4bc5-a0e9-79dfa42e7af6","cecd3654-f30a-4b97-8b87-53212a02337d","bae4eef4-403c-47a1-bdc9-d683d07b4992","""Hello, this is a test message!""","1739867937767"
"a70c60c6-3088-4275-8020-ce7128078006","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","ha ha","1741074111176"
"2cc45d39-2d26-4bc5-86db-0100c1930cf8","780b50a1-0627-4b47-a5e2-e690a875387a","d2bf3e03-3e1e-412f-9ea7-e79f2f15d789","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","whats up!","1741070979186"
"d58f4f42-9749-4cd1-9998-3080043a8b53","46414dc2-27ff-4c07-a433-78735e3fa3d0","bae4eef4-403c-47a1-bdc9-d683d07b4992","818d08dc-a204-4c74-9d51-782e85ce8dba","hello?","1741070034480"
"b17951da-b5fe-43a4-8f5a-0da4442a8370","46414dc2-27ff-4c07-a433-78735e3fa3d0","818d08dc-a204-4c74-9d51-782e85ce8dba","bae4eef4-403c-47a1-bdc9-d683d07b4992","whats up","1740995880254"
"16c16d09-b654-485a-a123-121eda2d0b89","27ad6063-6801-4c0f-b950-d28a7392f125","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","818d08dc-a204-4c74-9d51-782e85ce8dba","whats up!","1741142790927"
"810aebd1-d75c-41df-890a-29cf5e45624d","46414dc2-27ff-4c07-a433-78735e3fa3d0","bae4eef4-403c-47a1-bdc9-d683d07b4992","818d08dc-a204-4c74-9d51-782e85ce8dba","hello?","1741070021705"
"edeb28de-e38b-47b9-a9d7-27c509cbd451","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","thế à","1741074147060"
"f7af4152-dd71-4389-ae32-8279ede12d5f","4897d003-ce74-4531-8f3d-7c8b002f274f","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","hello","1739260804245"
"bb9c5c84-ad13-42de-b89b-d2525b1990c2","46414dc2-27ff-4c07-a433-78735e3fa3d0","818d08dc-a204-4c74-9d51-782e85ce8dba","bae4eef4-403c-47a1-bdc9-d683d07b4992","hello","1740972376484"
"c7ae7b91-2dc7-410b-98b0-ef3f6ae39c50","ceaf8a36-8ead-4ef7-8730-e698e84adf4d","73e97142-c5a8-4226-964c-468726ce96e5","bae4eef4-403c-47a1-bdc9-d683d07b4992","whats up","1740971426256"
"17c2a800-665a-4e28-9d50-657b84c1263f","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","hahah ừ quen nên cứ nghĩ mình gõ gõ là nó hiện","1741074446049"
"f419dc9d-3c8c-4a9a-abee-a46dd5ee330a","780b50a1-0627-4b47-a5e2-e690a875387a","d2bf3e03-3e1e-412f-9ea7-e79f2f15d789","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","hello","1741073779901"
"f93732d4-59d0-4840-bc1f-973e58fef065","46414dc2-27ff-4c07-a433-78735e3fa3d0","bae4eef4-403c-47a1-bdc9-d683d07b4992","818d08dc-a204-4c74-9d51-782e85ce8dba","whats up?","1741070056109"
"34f06b8c-9b83-4630-b47b-c4119e53597e","822a81a2-3972-4ae9-8a8e-a1b8bd91477f","73e97142-c5a8-4226-964c-468726ce96e5","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","""Hello, this is a test message!""","1737520140259"
"1f6f2aee-8260-4f40-ae0d-de14f6cb417f","46414dc2-27ff-4c07-a433-78735e3fa3d0","818d08dc-a204-4c74-9d51-782e85ce8dba","bae4eef4-403c-47a1-bdc9-d683d07b4992","hello?","1740995871936"
"0911d493-17af-4191-a514-b8fb5428f94f","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","hi","1741074107372"
"2d02701b-b23e-4d03-a4cb-352d633eff5b","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","hello","1741081183315"
"8df53b66-ae74-4d73-a6e6-9e840e1fc9e7","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","'=)))))))))))))))","1741074171987"
"23d6b642-9a00-4d4f-b1c4-4761de073ba6","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","nấu xói ko ai phat hiện luôn","1741074126307"
"a8795619-4142-436b-856e-209acf0c1c74","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","xịn thế kkk","1741074150485"
"5ff567bc-3498-4b2a-afb9-4958e5dc566a","4897d003-ce74-4531-8f3d-7c8b002f274f","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","hello","1739261031921"
"e47e7b23-6805-4f56-81ab-0bea957158ce","780b50a1-0627-4b47-a5e2-e690a875387a","d2bf3e03-3e1e-412f-9ea7-e79f2f15d789","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","fffff","1741071029177"
"9bb50468-49ed-4670-b47d-9096bee539e1","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","alo?","1741074072112"
"77c5afcb-873e-44ee-9a10-6e00423e8b8a","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","ờ ha","1741074152679"
"95c0137c-ff62-4e55-b583-8513a1078cae","ceaf8a36-8ead-4ef7-8730-e698e84adf4d","73e97142-c5a8-4226-964c-468726ce96e5","bae4eef4-403c-47a1-bdc9-d683d07b4992","hello","1740971418440"
"1d80f468-4e0d-4fe5-9247-eaf5c67934fc","f2212b33-5ac9-499a-b874-d9babfc28236","b8f5c852-2d34-47fe-a760-2aa9b313029e","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","mà e copy code nhiều ý","1741074157148"
"706409f4-c306-40df-b21d-780e7ac3d265","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","'=)))))))))","1741074118584"
"7b524e3d-8ee0-4806-b601-03eefa125e2f","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e",":)))","1741074447680"
"d2790c67-3282-4668-a323-521bde0514a3","46414dc2-27ff-4c07-a433-78735e3fa3d0","bae4eef4-403c-47a1-bdc9-d683d07b4992","818d08dc-a204-4c74-9d51-782e85ce8dba","yeo?","1741070044056"
"2a80624e-9e90-4300-bd9e-5bff60bd0fb1","f2212b33-5ac9-499a-b874-d9babfc28236","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","b8f5c852-2d34-47fe-a760-2aa9b313029e","k nấu xói","1741074467833"
"2da24984-fde7-465f-919b-8f5798d3ac3f","4897d003-ce74-4531-8f3d-7c8b002f274f","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","a6e80ab9-7190-41ed-bcc9-d87df006ee6c","hello","1739267295473"
"f68144cc-922c-498e-a6a7-fb7439fc55db","780b50a1-0627-4b47-a5e2-e690a875387a","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","d2bf3e03-3e1e-412f-9ea7-e79f2f15d789","ggg","1741073804016"
"eafdac41-8f78-4c60-b73f-5201933c233b","46414dc2-27ff-4c07-a433-78735e3fa3d0","bae4eef4-403c-47a1-bdc9-d683d07b4992","818d08dc-a204-4c74-9d51-782e85ce8dba","Nope I just a a great session of being a fucking cumdump and shit","1740972406636"
"3694d4e2-5ba6-4644-af55-aa8d0cbb4952","f7c2345b-03fc-4bc5-a0e9-79dfa42e7af6","cecd3654-f30a-4b97-8b87-53212a02337d","bae4eef4-403c-47a1-bdc9-d683d07b4992","whats up","1740995891628"
"eff3af8c-be67-4e47-82c0-28f4b992ace1","583ed3c4-f65a-4eee-8061-8aa888fb6fc9","295ac0a7-bba9-4b73-9d42-2c04c8f2f1d1","d2bf3e03-3e1e-412f-9ea7-e79f2f15d789","hhey","1741071001188"